Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
30,Male,2,Full Stack Engineer,5,105000,China,Korean,0
39,Female,2,Software Engineer,11,160000,Australia,Asian,1
32,Male,1,Front end Developer,6,110000,USA,White,0
50,Male,3,Software Engineer Manager,17,195000,Australia,Australian,0
27,Male,1,Back end Developer,3,85000,Canada,Black,0
46,Male,3,Project Engineer,14,180000,UK,Welsh,1
25,Female,1,Front end Developer,1,55000,UK,White,0
43,Male,3,Project Engineer,13,185000,Australia,Asian,1
35,Male,1,Back end Developer,8,140000,China,Chinese,0
29,Female,2,Back end Developer,3,90000,Australia,White,0
40,Female,3,Software Engineer,12,160000,Australia,White,1
35,Male,1,Full Stack Engineer,8,145000,China,White,0
41,Male,3,Project Engineer,13,185000,Australia,Asian,1
30,Male,2,Full Stack Engineer,5,105000,UK,White,0
33,Male,1,Front end Developer,6,110000,USA,Asian,0
55,Male,3,Software Engineer Manager,18,210000,USA,Hispanic,0
26,Female,2,Front end Developer,1,55000,UK,Mixed,0
47,Male,3,Project Engineer,16,190000,USA,African American,1
44,Female,3,Software Engineer Manager,11,165000,China,Chinese,0
30,Male,2,Full Stack Engineer,5,105000,UK,Mixed,0
39,Female,2,Software Engineer,11,160000,Australia,Asian,1
32,Male,1,Front end Developer,6,110000,USA,Asian,0
50,Male,3,Software Engineer Manager,17,195000,China,White,0
27,Male,1,Back end Developer,3,85000,Australia,Asian,0
46,Male,3,Project Engineer,14,180000,Canada,Black,1
25,Female,1,Front end Developer,1,55000,Canada,Asian,0
43,Male,3,Project Engineer,13,185000,Australia,Asian,1
35,Male,1,Back end Developer,8,140000,Australia,Australian,0
29,Female,2,Back end Developer,3,90000,Australia,Asian,0
40,Female,3,Software Engineer,12,160000,China,Korean,1
35,Male,1,Full Stack Engineer,8,145000,UK,Mixed,0
41,Male,3,Project Engineer,13,185000,Canada,Black,1
30,Male,2,Full Stack Engineer,5,105000,China,Korean,0
33,Male,1,Front end Developer,6,110000,Canada,Asian,0
55,Male,3,Software Engineer Manager,18,210000,USA,White,0
26,Female,2,Front end Developer,1,55000,Australia,Australian,0
47,Male,3,Project Engineer,16,190000,USA,African American,1
44,Female,3,Software Engineer Manager,11,165000,Canada,Asian,0
30,Male,2,Full Stack Engineer,5,105000,Australia,Asian,0
39,Female,2,Software Engineer,11,160000,Canada,White,1
32,Male,1,Front end Developer,6,110000,Canada,Black,0
50,Male,3,Software Engineer Manager,17,195000,USA,White,0
27,Male,1,Back end Developer,3,85000,USA,African American,0
46,Male,3,Project Engineer,14,180000,USA,African American,1
25,Female,1,Front end Developer,1,55000,Australia,White,0
43,Male,3,Project Engineer,13,185000,Australia,White,1
35,Male,1,Back end Developer,8,140000,USA,African American,0
29,Female,2,Back end Developer,3,90000,USA,Hispanic,0
40,Female,3,Software Engineer,12,160000,China,Chinese,1
35,Male,1,Full Stack Engineer,8,145000,China,Chinese,0
41,Male,3,Project Engineer,13,185000,USA,Asian,1
30,Male,2,Full Stack Engineer,5,105000,Australia,White,0
33,Male,1,Front end Developer,6,110000,Australia,Asian,0
55,Male,3,Software Engineer Manager,18,210000,China,Korean,0
31,Male,1,Front end Developer,6,115000,Australia,Australian,0
42,Female,2,Software Engineer Manager,13,170000,Australia,Asian,0
27,Female,1,Back end Developer,3,80000,Canada,Asian,0
51,Male,3,Project Engineer,19,200000,UK,Mixed,1
34,Female,2,Full Stack Engineer,7,130000,Australia,White,0
38,Male,1,Software Engineer Manager,11,155000,Canada,Asian,0
29,Male,1,Front end Developer,5,105000,China,White,0
43,Female,3,Project Engineer,14,190000,Australia,Australian,1
36,Male,2,Back end Developer,8,140000,USA,African American,0
48,Male,3,Software Engineer Manager,16,185000,Australia,Asian,0
35,Female,1,Full Stack Engineer,8,145000,Australia,White,0
30,Female,2,Front end Developer,4,90000,China,Chinese,0
50,Male,3,Project Engineer,18,195000,Australia,Australian,1
29,Male,1,Back end Developer,4,95000,USA,Asian,0
41,Male,2,Software Engineer Manager,13,170000,China,White,0
33,Female,1,Full Stack Engineer,6,115000,UK,Welsh,0
45,Male,3,Project Engineer,16,185000,UK,Mixed,1
28,Female,1,Front end Developer,2,65000,USA,African American,0
39,Female,2,Software Engineer Manager,12,160000,USA,African American,0
30,Male,1,Back end Developer,5,100000,UK,Mixed,0
46,Male,3,Project Engineer,15,180000,Canada,White,1
25,Female,1,Front end Developer,1,55000,Canada,Black,0
42,Male,3,Software Engineer Manager,14,190000,UK,Mixed,0
31,Male,1,Full Stack Engineer,6,115000,Australia,Asian,0
49,Female,3,Project Engineer,17,195000,Australia,Australian,1
36,Male,2,Back end Developer,9,150000,Canada,White,0
33,Female,1,Full Stack Engineer,6,115000,China,Chinese,0
45,Male,3,Software Engineer Manager,16,185000,Canada,White,0
28,Female,1,Front end Developer,2,65000,Canada,White,0
39,Female,2,Software Engineer Manager,12,160000,UK,Mixed,0
30,Male,1,Back end Developer,5,100000,USA,African American,0
46,Male,3,Project Engineer,15,180000,USA,Hispanic,1
25,Female,1,Front end Developer,1,55000,Australia,Asian,0
42,Male,3,Software Engineer Manager,14,190000,China,Korean,0
31,Male,1,Full Stack Engineer,6,115000,China,Chinese,0
49,Female,3,Project Engineer,17,195000,USA,White,1
36,Male,2,Back end Developer,9,150000,UK,White,0
33,Female,1,Full Stack Engineer,6,115000,USA,Hispanic,0
45,Male,3,Software Engineer Manager,16,185000,UK,White,0
28,Female,1,Front end Developer,2,65000,UK,Welsh,0
39,Female,2,Software Engineer Manager,12,160000,UK,Welsh,0
30,Male,1,Back end Developer,5,100000,USA,African American,0
46,Male,3,Project Engineer,15,180000,USA,Hispanic,1
25,Female,1,Front end Developer,1,55000,UK,Asian,0
42,Male,3,Software Engineer Manager,14,190000,Australia,Asian,0
31,Male,1,Full Stack Engineer,6,115000,China,Chinese,0
49,Female,3,Project Engineer,17,195000,Canada,Black,1
36,Male,2,Back end Developer,9,150000,China,Korean,0
33,Female,1,Full Stack Engineer,6,115000,USA,White,0
45,Male,3,Software Engineer Manager,16,185000,USA,Asian,0
28,Female,1,Front end Developer,2,65000,Canada,Black,0
39,Female,2,Software Engineer Manager,12,160000,UK,Welsh,0
30,Male,1,Back end Developer,5,100000,Australia,Australian,0
46,Male,3,Project Engineer,15,180000,Canada,Asian,1
25,Female,1,Front end Developer,1,55000,UK,Mixed,0
42,Male,3,Software Engineer Manager,14,190000,China,Chinese,0
31,Male,1,Full Stack Engineer,6,115000,China,Korean,0
49,Female,3,Project Engineer,17,195000,UK,Welsh,1
36,Male,2,Back end Developer,9,150000,Australia,Australian,0
33,Female,1,Full Stack Engineer,6,115000,China,Korean,0
45,Male,3,Software Engineer Manager,16,185000,USA,African American,0
28,Female,1,Front end Developer,2,65000,China,White,0
39,Female,2,Software Engineer Manager,12,160000,China,Korean,0
30,Male,1,Back end Developer,5,100000,Canada,Asian,0
46,Male,3,Project Engineer,15,180000,China,Korean,1
25,Female,1,Front end Developer,1,55000,USA,Asian,0
42,Male,3,Software Engineer Manager,14,190000,Australia,Australian,0
31,Male,1,Full Stack Engineer,6,115000,Canada,Asian,0
49,Female,3,Project Engineer,17,195000,Canada,Black,1
36,Male,2,Back end Developer,9,150000,Canada,Asian,0
33,Female,1,Full Stack Engineer,6,115000,Australia,Australian,0
45,Male,3,Software Engineer Manager,16,185000,China,Chinese,0
28,Female,1,Front end Developer,2,65000,Australia,Asian,0
39,Female,2,Software Engineer Manager,12,160000,Canada,Asian,0
30,Male,1,Back end Developer,5,100000,UK,Asian,0
46,Male,3,Project Engineer,15,180000,USA,African American,1
25,Female,1,Front end Developer,1,55000,Australia,White,0
42,Male,3,Software Engineer Manager,14,190000,Australia,Australian,0
31,Male,1,Full Stack Engineer,6,115000,Canada,Asian,0
49,Female,3,Project Engineer,17,195000,Canada,White,1
36,Male,2,Back end Developer,9,150000,UK,Welsh,0
33,Female,1,Full Stack Engineer,6,115000,USA,Asian,0
45,Male,3,Software Engineer Manager,16,185000,UK,White,0
28,Female,1,Front end Developer,2,65000,Australia,Australian,0
39,Female,2,Software Engineer Manager,12,160000,Australia,White,0
30,Male,1,Back end Developer,5,100000,USA,Asian,0
46,Male,3,Project Engineer,15,180000,UK,White,1
25,Female,1,Front end Developer,1,55000,USA,African American,0
42,Male,3,Software Engineer Manager,14,190000,UK,Mixed,0
31,Male,1,Full Stack Engineer,6,115000,UK,Welsh,0
49,Female,3,Project Engineer,17,195000,USA,African American,1
36,Male,2,Back end Developer,9,150000,Australia,Asian,0
33,Female,1,Full Stack Engineer,6,115000,UK,Asian,0
45,Male,3,Software Engineer Manager,16,185000,Australia,Asian,0
28,Female,1,Front end Developer,2,65000,Canada,Asian,0
39,Female,2,Software Engineer Manager,12,160000,Australia,White,0
30,Male,1,Back end Developer,5,100000,Australia,Asian,0
46,Male,3,Project Engineer,15,180000,Australia,Australian,1
25,Female,1,Front end Developer,1,55000,China,Korean,0
42,Male,3,Software Engineer Manager,14,190000,UK,Asian,0
31,Male,1,Full Stack Engineer,6,115000,UK,White,0
49,Female,3,Project Engineer,17,195000,Canada,White,1
36,Male,2,Back end Developer,9,150000,UK,White,0
33,Female,1,Full Stack Engineer,6,115000,UK,Welsh,0
45,Male,3,Software Engineer Manager,16,185000,UK,White,0
28,Female,1,Front end Developer,2,65000,USA,African American,0
39,Female,2,Software Engineer Manager,12,160000,UK,Mixed,0
30,Male,1,Back end Developer,5,100000,Canada,White,0
46,Male,3,Project Engineer,15,180000,USA,African American,1
25,Female,1,Front end Developer,1,55000,Australia,Australian,0
42,Male,3,Software Engineer Manager,14,190000,USA,White,0
31,Male,1,Full Stack Engineer,6,115000,Canada,White,0
49,Female,3,Project Engineer,17,195000,China,Chinese,1
36,Male,2,Back end Developer,9,150000,China,White,0
33,Female,1,Full Stack Engineer,6,115000,Canada,Asian,0
45,Male,3,Software Engineer Manager,16,185000,Australia,Australian,0
28,Female,1,Front end Developer,2,65000,Australia,Australian,0
39,Female,2,Software Engineer Manager,12,160000,UK,Welsh,0
30,Male,1,Back end Developer,5,100000,Canada,Black,0
46,Male,3,Project Engineer,15,180000,China,Chinese,1
25,Female,1,Front end Developer,1,550,UK,Mixed,0
29,Male,1,Front end Developer,4,90000,Australia,White,0
40,Female,2,Software Engineer Manager,12,160000,USA,Hispanic,0
27,Female,1,Back end Developer,3,80000,UK,White,0
50,Male,3,Project Engineer,18,195000,UK,White,1
33,Female,2,Full Stack Engineer,6,115000,Canada,White,0
37,Male,1,Software Engineer Manager,10,150000,UK,Asian,0
28,Male,1,Front end Developer,2,65000,UK,Asian,0
44,Female,3,Project Engineer,14,190000,Australia,Australian,1
35,Male,2,Back end Developer,8,140000,UK,White,0
47,Male,3,Software Engineer Manager,16,185000,Canada,Asian,0
34,Female,1,Full Stack Engineer,7,130000,China,Korean,0
31,Female,2,Front end Developer,5,105000,UK,Welsh,0
51,Male,3,Project Engineer,19,200000,China,Chinese,1
30,Male,1,Back end Developer,5,100000,USA,White,0
42,Male,2,Software Engineer Manager,13,170000,Canada,White,0
33,Female,1,Full Stack Engineer,6,115000,Canada,White,0
45,Male,3,Project Engineer,16,185000,UK,Welsh,1
29,Female,1,Front end Developer,4,90000,Australia,Asian,0
39,Female,2,Software Engineer Manager,12,160000,China,Chinese,0
27,Male,1,Back end Developer,3,80000,Australia,White,0
49,Male,3,Project Engineer,17,195000,USA,Asian,1
32,Female,2,Full Stack Engineer,6,115000,China,Chinese,0
36,Male,1,Software Engineer Manager,8,135000,USA,Hispanic,0
27,Male,1,Front end Developer,2,65000,Australia,Australian,0
43,Female,3,Project Engineer,14,190000,Canada,White,1
34,Male,2,Back end Developer,8,140000,Australia,Australian,0
46,Male,3,Software Engineer Manager,16,185000,UK,White,0
33,Female,1,Full Stack Engineer,7,130000,USA,Hispanic,0
30,Female,2,Front end Developer,5,105000,UK,White,0
50,Male,3,Project Engineer,19,200000,China,Korean,1
30,Male,1,Back end Developer,5,100000,UK,Asian,0
42,Male,2,Software Engineer Manager,13,170000,USA,White,0
33,Female,1,Full Stack Engineer,6,115000,Australia,Asian,0
45,Male,3,Project Engineer,16,185000,Australia,Australian,1
29,Female,1,Front end Developer,4,90000,USA,White,0
39,Female,2,Software Engineer Manager,12,160000,Canada,Black,0
27,Male,1,Back end Developer,3,80000,Canada,Black,0
49,Male,3,Project Engineer,17,195000,USA,Asian,1
32,Female,2,Full Stack Engineer,6,115000,Canada,Black,0
36,Male,1,Software Engineer Manager,8,135000,USA,Asian,0
27,Male,1,Front end Developer,2,65000,USA,White,0
43,Female,3,Project Engineer,14,190000,Australia,Asian,1
34,Male,2,Back end Developer,8,140000,Canada,White,0
46,Male,3,Software Engineer Manager,16,185000,Canada,White,0
33,Female,1,Full Stack Engineer,7,130000,Canada,Asian,0
30,Female,2,Front end Developer,5,105000,UK,Asian,0
50,Male,3,Project Engineer,19,200000,Canada,Asian,1
30,Male,1,Back end Developer,5,100000,China,White,0
42,Male,2,Software Engineer Manager,13,170000,USA,African American,0
33,Female,1,Full Stack Engineer,6,115000,Canada,Black,0
45,Male,3,Project Engineer,16,185000,UK,Mixed,1
29,Female,1,Front end Developer,4,90000,Canada,Black,0
39,Female,2,Software Engineer Manager,12,160000,USA,Asian,0
27,Male,1,Back end Developer,3,80000,USA,African American,0
49,Male,3,Project Engineer,17,195000,Australia,White,1
32,Female,2,Full Stack Engineer,6,115000,USA,African American,0
36,Male,1,Software Engineer Manager,8,135000,Canada,Black,0
27,Male,1,Front end Developer,2,65000,USA,White,0
43,Female,3,Project Engineer,14,190000,China,Korean,1
34,Male,2,Back end Developer,8,140000,USA,Hispanic,0
46,Male,3,Software Engineer Manager,16,185000,Canada,Black,0
33,Female,1,Full Stack Engineer,7,130000,Canada,Asian,0
30,Female,2,Front end Developer,5,105000,Canada,White,0
50,Male,3,Project Engineer,19,200000,Canada,White,1
30,Male,1,Back end Developer,5,100000,USA,Hispanic,0
42,Male,2,Software Engineer Manager,13,170000,USA,Asian,0
33,Female,1,Full Stack Engineer,6,115000,China,Chinese,0
45,Male,3,Project Engineer,16,185000,China,Korean,1
29,Female,1,Front end Developer,4,90000,UK,White,0
39,Female,2,Software Engineer Manager,12,160000,China,Chinese,0
27,Male,1,Back end Developer,3,80000,UK,White,0
49,Male,3,Project Engineer,17,195000,UK,Welsh,1
32,Female,2,Full Stack Engineer,6,115000,USA,African American,0
36,Male,1,Software Engineer Manager,8,135000,UK,Mixed,0
27,Male,1,Front end Developer,2,65000,China,White,0
43,Female,3,Project Engineer,14,190000,USA,African American,1
34,Male,2,Back end Developer,8,140000,USA,White,0
46,Male,3,Software Engineer Manager,16,185000,Canada,Asian,0
33,Female,1,Full Stack Engineer,7,130000,USA,Hispanic,0
30,Female,2,Front end Developer,5,105000,UK,Asian,0
50,Male,3,Project Engineer,19,200000,USA,White,1
30,Male,1,Back end Developer,5,100000,China,Korean,0
42,Male,2,Software Engineer Manager,13,170000,Australia,Australian,0
33,Female,1,Full Stack Engineer,6,115000,China,Chinese,0
45,Male,3,Project Engineer,16,185000,Canada,Black,1
29,Female,1,Front end Developer,4,90000,UK,Asian,0
39,Female,2,Software Engineer Manager,12,160000,China,White,0
27,Male,1,Back end Developer,3,80000,Australia,White,0
49,Male,3,Project Engineer,17,195000,UK,Asian,1
32,Female,2,Full Stack Engineer,6,115000,Canada,Asian,0
36,Male,1,Software Engineer Manager,8,135000,UK,Mixed,0
27,Male,1,Front end Developer,2,65000,UK,Mixed,0
43,Female,3,Project Engineer,14,190000,Australia,Australian,1
34,Male,2,Back end Developer,8,140000,Canada,White,0
46,Male,3,Software Engineer Manager,16,185000,USA,White,0
33,Female,1,Full Stack Engineer,7,130000,Canada,Asian,0
30,Female,2,Front end Developer,5,105000,Canada,White,0
50,Male,3,Project Engineer,19,200000,USA,Hispanic,1
30,Male,1,Back end Developer,5,100000,Australia,White,0
42,Male,2,Software Engineer Manager,13,170000,Canada,Black,0
33,Female,1,Full Stack Engineer,6,115000,Australia,Australian,0
45,Male,3,Project Engineer,16,185000,Australia,Asian,1
29,Female,1,Front end Developer,4,90000,UK,Asian,0
39,Female,2,Software Engineer Manager,12,160000,UK,Asian,0
27,Male,1,Back end Developer,3,80000,China,Chinese,0
49,Male,3,Project Engineer,17,195000,USA,African American,1
32,Female,2,Full Stack Engineer,6,115000,Australia,Asian,0
36,Male,1,Software Engineer Manager,8,135000,China,Korean,0
27,Male,1,Front end Developer,2,65000,Australia,Asian,0
43,Female,3,Project Engineer,14,190000,UK,White,1
34,Male,2,Back end Developer,8,140000,USA,Asian,0
46,Male,3,Software Engineer Manager,16,185000,Australia,White,0
33,Female,1,Full Stack Engineer,7,130000,Canada,Black,0
30,Female,2,Front end Developer,5,105000,Australia,Asian,0
50,Male,3,Project Engineer,19,200000,Canada,Asian,1
30,Male,1,Back end Developer,5,100000,Canada,White,0
42,Male,2,Software Engineer Manager,13,170000,UK,White,0
33,Female,1,Full Stack Engineer,6,115000,Australia,White,0
45,Male,3,Project Engineer,16,185000,UK,Mixed,1
29,Female,1,Front end Developer,4,90000,China,Korean,0
31,Female,1,Front end Developer,6,110000,China,Chinese,0
37,Male,2,Software Engineer Manager,10,150000,Canada,Black,0
27,Male,1,Back end Developer,3,80000,USA,Hispanic,0
50,Male,3,Project Engineer,18,195000,Australia,White,1
32,Female,2,Full Stack Engineer,6,115000,USA,White,0
36,Male,1,Software Engineer Manager,8,135000,China,Korean,0
27,Male,1,Front end Developer,2,65000,USA,Hispanic,0
43,Female,3,Project Engineer,14,190000,USA,African American,1
34,Male,2,Back end Developer,8,140000,UK,Welsh,0
46,Male,3,Software Engineer Manager,16,185000,China,Korean,0
33,Female,1,Full Stack Engineer,7,130000,Canada,Black,0
30,Female,2,Front end Developer,5,105000,Canada,White,0
50,Male,3,Project Engineer,19,200000,Australia,White,1
30,Male,1,Back end Developer,5,100000,Canada,Black,0
